engagement_id,as_of_date,performance_health,client_feedback_health,milestone_health,utilisation_health,sentiment_health,behs,health_band,churn_next_90d
ENG-00407,2025-10-01,74.42,72.77,65.32,71.43,57.34,68.4,Watch,0
ENG-00407,2025-11-01,79.74,81.66,56.04,76.66,55.6,70.1,Watch,0
ENG-00407,2025-12-01,75.52,81.71,77.49,73.29,59.32,73.58,Watch,0
ENG-00407,2026-01-01,79.45,76.36,95.31,76.77,71.99,80.11,Healthy,0
ENG-00407,2026-02-01,76.51,82.98,92.3,68.88,69.21,78.36,Watch,0
ENG-00408,2026-02-01,79.4,92.81,100.0,75.26,68.6,83.42,Healthy,0
ENG-00408,2026-03-01,80.08,91.98,81.62,73.23,77.13,81.15,Healthy,0
ENG-00408,2026-04-01,82.58,88.23,98.34,81.96,71.34,84.52,Healthy,0
ENG-00408,2026-05-01,81.37,90.16,95.17,80.07,64.06,82.23,Healthy,0
ENG-00408,2026-06-01,83.76,89.92,93.69,73.29,63.46,81.35,Healthy,0
ENG-00408,2026-07-01,85.8,79.6,99.18,81.73,77.68,85.0,Healthy,0
ENG-00408,2026-08-01,84.17,91.63,90.59,77.15,65.74,82.21,Healthy,0
ENG-00409,2025-11-01,84.63,90.02,87.18,72.68,62.94,80.09,Healthy,0
ENG-00409,2025-12-01,83.6,88.43,97.22,84.64,64.59,83.64,Healthy,0
ENG-00409,2026-01-01,79.57,73.5,82.35,79.11,49.89,72.91,Watch,1
ENG-00409,2026-02-01,73.56,80.68,94.41,73.82,59.45,76.37,Watch,1
ENG-00409,2026-03-01,70.68,72.02,64.11,71.53,49.78,65.58,Watch,1
ENG-00409,2026-04-01,62.62,62.72,57.42,75.57,29.99,57.02,Critical,1
ENG-00410,2024-04-01,78.29,83.92,90.73,70.98,60.47,77.25,Watch,0
ENG-00410,2024-05-01,83.03,83.75,93.08,69.06,55.12,77.51,Watch,0
ENG-00410,2024-06-01,77.01,87.56,77.1,85.4,68.63,78.72,Watch,0
ENG-00410,2024-07-01,79.56,82.45,88.46,72.19,52.72,75.45,Watch,0
ENG-00410,2024-08-01,77.83,78.14,78.96,81.79,72.17,77.58,Watch,0
ENG-00410,2024-09-01,79.29,76.16,97.0,79.72,58.74,78.16,Watch,0
ENG-00410,2024-10-01,84.6,88.61,97.36,68.05,60.28,80.61,Healthy,0
ENG-00411,2025-05-01,83.71,91.11,98.02,75.01,67.63,83.53,Healthy,0
ENG-00411,2025-06-01,83.42,85.67,99.16,74.32,69.16,82.8,Healthy,0
ENG-00411,2025-07-01,84.12,89.51,83.45,69.73,57.75,77.63,Watch,0
ENG-00411,2025-08-01,81.27,91.75,93.13,76.41,60.8,80.91,Healthy,0
ENG-00411,2025-09-01,77.75,82.98,98.63,72.77,63.83,79.44,Watch,0
ENG-00411,2025-10-01,87.39,85.39,90.11,76.8,52.4,78.95,Watch,0
ENG-00411,2025-11-01,82.76,81.09,84.07,74.7,72.96,79.52,Watch,0
ENG-00412,2024-09-01,77.1,78.77,78.87,69.74,46.22,70.51,Watch,0
ENG-00412,2024-10-01,77.86,70.27,91.19,66.76,58.47,73.47,Watch,0
ENG-00412,2024-11-01,74.08,71.91,92.53,76.39,55.75,74.02,Watch,0
ENG-00412,2024-12-01,67.46,64.94,69.97,67.26,49.86,63.91,Watch,1
ENG-00412,2025-01-01,64.39,61.75,65.52,67.21,44.17,60.47,Watch,1
ENG-00412,2025-02-01,62.51,60.87,61.7,63.1,29.83,55.57,Critical,1
ENG-00412,2025-03-01,61.13,49.7,58.2,70.18,26.22,52.63,Critical,1
ENG-00413,2026-07-01,75.98,74.86,66.06,69.94,51.84,68.04,Watch,0
ENG-00413,2026-08-01,70.76,81.4,81.49,67.05,57.19,71.76,Watch,0
ENG-00414,2025-08-01,79.93,83.2,100.0,76.07,62.52,80.54,Healthy,0
ENG-00414,2025-09-01,82.1,75.7,90.24,71.91,53.97,75.29,Watch,0
ENG-00414,2025-10-01,71.85,88.69,100.0,77.87,57.8,78.94,Watch,0
ENG-00414,2025-11-01,80.43,77.4,88.91,69.92,53.54,74.56,Watch,0
ENG-00414,2025-12-01,75.06,85.36,82.51,74.26,50.91,73.66,Watch,0
ENG-00414,2026-01-01,73.52,80.11,94.18,59.65,52.81,72.75,Watch,0
ENG-00414,2026-02-01,72.11,74.55,94.13,70.3,59.02,74.11,Watch,0
ENG-00415,2024-02-01,71.06,79.96,78.79,73.64,60.27,72.62,Watch,0
ENG-00415,2024-03-01,77.21,83.39,98.55,74.89,66.5,80.22,Healthy,0
ENG-00415,2024-04-01,78.55,88.51,85.56,73.0,59.79,77.36,Watch,0
ENG-00415,2024-05-01,80.34,80.63,95.56,72.78,59.09,78.05,Watch,0
ENG-00415,2024-06-01,74.52,83.68,63.52,71.21,60.15,70.78,Watch,0
ENG-00415,2024-07-01,73.2,86.49,95.29,75.49,68.28,79.63,Watch,0
ENG-00415,2024-08-01,81.22,78.44,100.0,68.92,55.91,77.51,Watch,0
ENG-00415,2024-09-01,79.55,83.41,79.89,72.05,65.94,76.54,Watch,0
ENG-00415,2024-10-01,76.52,85.53,81.88,68.34,60.78,75.02,Watch,0
ENG-00416,2024-10-01,78.43,80.33,99.74,75.32,62.06,79.33,Watch,0
ENG-00416,2024-11-01,73.37,98.44,79.33,72.08,58.85,76.48,Watch,0
ENG-00416,2024-12-01,73.34,74.92,89.14,64.54,55.66,71.96,Watch,0
ENG-00416,2025-01-01,75.0,79.28,67.51,75.58,54.89,70.42,Watch,0
ENG-00416,2025-02-01,76.16,64.3,62.87,64.57,51.35,64.43,Watch,0
ENG-00416,2025-03-01,74.85,68.27,93.72,70.84,50.81,71.9,Watch,0
ENG-00416,2025-04-01,74.55,72.42,85.73,79.49,50.99,72.39,Watch,0
ENG-00417,2025-07-01,66.39,65.94,55.79,70.73,48.56,61.27,Watch,0
ENG-00417,2025-08-01,72.33,65.88,50.82,70.39,43.58,60.7,Watch,0
ENG-00417,2025-09-01,62.45,66.02,78.64,69.23,42.34,63.4,Watch,0
ENG-00417,2025-10-01,69.83,72.96,82.0,71.32,49.36,69.02,Watch,0
ENG-00417,2025-11-01,64.53,66.08,45.17,69.8,53.98,59.65,Critical,0
ENG-00417,2025-12-01,69.33,60.9,79.31,68.11,38.21,63.23,Watch,0
ENG-00417,2026-01-01,71.16,62.08,72.21,76.31,45.21,65.14,Watch,0
ENG-00417,2026-02-01,70.54,67.26,86.48,72.73,50.0,69.29,Watch,0
ENG-00418,2025-08-01,60.2,60.81,48.14,64.94,25.01,51.58,Critical,0
ENG-00418,2025-09-01,68.23,54.18,69.91,64.84,37.56,59.11,Critical,0
ENG-00418,2025-10-01,59.79,60.51,46.29,63.69,31.2,52.1,Critical,0
ENG-00418,2025-11-01,57.84,59.16,73.36,64.11,36.38,57.86,Critical,0
ENG-00418,2025-12-01,62.08,61.11,67.85,64.01,32.6,57.43,Critical,0
ENG-00418,2026-01-01,62.43,52.88,57.8,75.03,31.23,55.24,Critical,0
ENG-00418,2026-02-01,60.79,59.63,71.06,73.39,28.33,58.01,Critical,0
ENG-00418,2026-03-01,61.26,64.46,57.64,60.45,26.08,54.02,Critical,0
ENG-00418,2026-04-01,55.71,61.74,59.13,60.75,38.91,55.0,Critical,0
ENG-00418,2026-05-01,64.47,58.81,41.13,70.77,29.25,52.57,Critical,0
ENG-00418,2026-06-01,64.38,56.96,26.64,56.28,33.67,47.99,Critical,0
ENG-00418,2026-07-01,66.59,56.71,68.02,64.75,24.66,56.24,Critical,0
ENG-00419,2024-03-01,71.57,76.47,75.22,66.76,51.63,68.57,Watch,0
ENG-00419,2024-04-01,74.68,68.47,97.84,71.32,50.3,72.69,Watch,0
ENG-00419,2024-05-01,80.65,78.41,83.57,72.5,40.63,71.56,Watch,0
ENG-00419,2024-06-01,80.39,81.87,59.37,74.01,42.84,68.02,Watch,0
ENG-00419,2024-07-01,75.59,82.13,73.43,78.14,48.9,71.51,Watch,0
ENG-00419,2024-08-01,74.49,77.19,96.81,70.31,60.66,76.1,Watch,0
ENG-00419,2024-09-01,78.1,77.42,96.79,72.72,53.5,75.97,Watch,0
ENG-00420,2026-01-01,70.49,72.33,62.31,72.08,52.63,65.89,Watch,1
ENG-00420,2026-02-01,68.59,60.03,52.28,65.45,40.81,57.59,Critical,1
ENG-00420,2026-03-01,60.61,51.32,25.5,63.29,25.04,45.02,Critical,1
ENG-00420,2026-04-01,61.21,46.55,69.11,65.02,18.39,51.86,Critical,1
ENG-00421,2024-11-01,80.74,82.64,98.0,75.89,68.03,81.3,Healthy,0
ENG-00421,2024-12-01,78.86,86.41,100.0,73.03,55.75,79.1,Watch,0
ENG-00421,2025-01-01,75.73,86.7,95.15,73.74,65.72,79.51,Watch,0
ENG-00421,2025-02-01,76.51,77.44,51.22,73.73,53.52,66.62,Watch,1
ENG-00421,2025-03-01,68.84,64.88,86.77,75.24,55.46,69.92,Watch,1
ENG-00421,2025-04-01,63.84,62.64,59.55,74.09,42.16,59.94,Critical,1
ENG-00421,2025-05-01,62.08,57.6,49.01,63.01,46.83,55.66,Critical,1
ENG-00422,2025-07-01,79.35,81.19,94.7,76.93,50.21,76.6,Watch,0
ENG-00422,2025-08-01,79.32,83.06,95.29,66.48,63.71,78.21,Watch,0
ENG-00422,2025-09-01,79.35,73.46,77.52,76.86,41.3,69.82,Watch,0
ENG-00422,2025-10-01,82.49,83.95,68.99,71.0,67.11,75.28,Watch,0
ENG-00422,2025-11-01,85.37,86.11,93.8,76.49,68.63,82.52,Healthy,0
ENG-00422,2025-12-01,77.86,86.97,82.49,77.32,53.1,75.58,Watch,0
ENG-00422,2026-01-01,79.58,82.22,78.17,77.02,54.95,74.52,Watch,0
ENG-00422,2026-02-01,76.25,81.28,62.91,70.98,60.45,70.64,Watch,0
ENG-00422,2026-03-01,81.47,80.65,79.91,77.79,59.89,76.12,Watch,0
ENG-00422,2026-04-01,80.73,80.2,93.83,83.15,64.45,80.35,Healthy,0
ENG-00422,2026-05-01,79.99,84.89,81.14,72.49,69.49,77.98,Watch,0
ENG-00422,2026-06-01,84.4,87.87,88.76,79.67,48.45,78.07,Watch,0
ENG-00422,2026-07-01,76.95,84.26,79.76,72.98,66.67,76.32,Watch,0
ENG-00423,2025-08-01,71.66,86.81,75.93,74.32,68.26,75.26,Watch,0
ENG-00423,2025-09-01,80.67,80.83,97.2,75.43,57.29,78.55,Watch,0
ENG-00423,2025-10-01,76.11,80.29,67.52,71.99,57.8,70.95,Watch,0
ENG-00423,2025-11-01,77.83,86.52,80.39,73.11,54.27,74.66,Watch,0
ENG-00423,2025-12-01,78.37,70.3,95.08,75.8,59.86,76.01,Watch,0
ENG-00423,2026-01-01,74.29,80.94,96.79,75.64,54.64,76.39,Watch,0
ENG-00423,2026-02-01,79.63,77.25,69.46,79.51,39.65,69.11,Watch,0
ENG-00423,2026-03-01,75.21,75.6,67.32,71.46,49.79,68.06,Watch,0
ENG-00423,2026-04-01,77.31,69.66,89.13,77.93,46.58,72.09,Watch,0
ENG-00424,2024-03-01,81.77,87.63,75.24,76.34,65.29,77.53,Watch,0
ENG-00424,2024-04-01,83.08,79.76,79.06,76.39,54.8,74.95,Watch,1
ENG-00424,2024-05-01,65.02,73.43,70.87,69.58,40.25,63.6,Watch,1
ENG-00424,2024-06-01,61.23,59.99,54.9,63.36,22.79,52.35,Critical,1
ENG-00425,2025-03-01,71.9,79.03,59.94,67.37,62.42,68.36,Watch,0
ENG-00425,2025-04-01,70.54,83.0,97.25,79.27,54.42,76.46,Watch,0
ENG-00425,2025-05-01,71.98,76.6,91.44,71.07,53.48,72.96,Watch,0
ENG-00425,2025-06-01,74.67,82.59,74.39,70.48,56.53,71.94,Watch,0
ENG-00425,2025-07-01,72.83,76.77,93.15,75.04,57.24,74.9,Watch,0
ENG-00425,2025-08-01,72.92,78.47,72.61,77.39,43.78,68.81,Watch,0
ENG-00425,2025-09-01,73.84,73.46,80.94,68.69,52.52,70.15,Watch,0
ENG-00425,2025-10-01,72.62,75.95,62.37,68.55,60.67,68.23,Watch,0
ENG-00425,2025-11-01,69.9,75.66,68.01,77.63,57.55,69.36,Watch,0
ENG-00426,2025-12-01,86.24,87.21,99.04,80.39,66.39,84.15,Healthy,0
ENG-00426,2026-01-01,81.85,87.75,86.89,71.5,66.94,79.5,Watch,0
ENG-00426,2026-02-01,80.48,83.57,55.57,80.43,68.87,73.78,Watch,0
ENG-00426,2026-03-01,78.87,79.63,96.59,75.99,65.46,79.45,Watch,0
ENG-00426,2026-04-01,78.61,80.23,96.63,80.9,66.94,80.55,Healthy,0
ENG-00426,2026-05-01,83.84,85.43,92.18,79.42,58.02,80.0,Watch,0
ENG-00426,2026-06-01,76.24,82.4,87.04,69.03,67.3,76.76,Watch,0
ENG-00426,2026-07-01,79.36,79.7,94.2,81.85,62.69,79.43,Watch,0
ENG-00426,2026-08-01,80.5,80.63,93.39,71.18,61.98,78.0,Watch,0
ENG-00427,2025-04-01,67.63,69.24,46.02,71.94,38.98,58.55,Critical,0
ENG-00427,2025-05-01,71.47,59.68,74.21,63.3,49.89,64.12,Watch,0
ENG-00427,2025-06-01,71.5,58.14,77.7,58.66,50.56,63.95,Watch,0
ENG-00427,2025-07-01,73.31,69.8,92.66,70.83,52.14,71.87,Watch,0
ENG-00427,2025-08-01,71.61,75.35,50.34,66.47,46.2,62.25,Watch,0
ENG-00427,2025-09-01,67.33,71.77,41.75,72.29,43.56,59.09,Critical,0
ENG-00427,2025-10-01,71.3,63.95,66.09,74.08,46.36,64.22,Watch,0
ENG-00427,2025-11-01,74.98,74.09,55.41,66.17,48.11,64.19,Watch,0
ENG-00427,2025-12-01,70.53,73.85,68.12,74.64,43.27,65.88,Watch,0
ENG-00428,2026-02-01,67.55,75.58,55.15,62.16,55.79,63.51,Watch,0
ENG-00428,2026-03-01,74.27,70.83,85.5,77.36,46.35,70.71,Watch,0
ENG-00428,2026-04-01,77.13,63.03,94.76,67.84,39.31,68.88,Watch,0
ENG-00428,2026-05-01,72.97,71.21,74.13,62.35,47.45,66.15,Watch,0
ENG-00428,2026-06-01,74.0,76.5,48.08,66.07,51.57,63.64,Watch,0
ENG-00428,2026-07-01,71.88,67.69,69.09,62.56,66.08,67.93,Watch,0
ENG-00428,2026-08-01,63.47,63.96,86.36,64.81,38.58,63.37,Watch,0
ENG-00428,2026-09-01,65.11,59.75,55.14,72.21,29.04,55.9,Critical,1
ENG-00428,2026-10-01,58.34,51.13,28.12,60.23,33.69,46.21,Critical,1
ENG-00428,2026-11-01,60.5,51.07,48.82,66.57,21.15,49.32,Critical,1
ENG-00429,2025-12-01,82.03,92.27,100.0,74.5,81.94,86.52,Healthy,0
ENG-00429,2026-01-01,86.48,90.45,67.9,76.59,67.14,78.2,Watch,0
ENG-00429,2026-02-01,80.73,100.0,99.3,85.62,67.49,86.38,Healthy,0
ENG-00429,2026-03-01,75.85,90.35,99.78,76.28,64.56,81.34,Healthy,0
ENG-00429,2026-04-01,81.03,89.31,100.0,69.41,71.96,82.93,Healthy,0
ENG-00429,2026-05-01,81.38,87.91,96.03,71.07,69.72,81.74,Healthy,0
ENG-00429,2026-06-01,91.97,86.54,94.85,79.99,68.44,84.96,Healthy,0
ENG-00429,2026-07-01,82.7,87.02,99.02,79.47,75.6,84.93,Healthy,0
ENG-00429,2026-08-01,83.53,87.34,100.0,84.89,68.81,84.85,Healthy,0
ENG-00430,2024-12-01,73.36,79.44,94.4,77.42,48.85,74.49,Watch,1
ENG-00430,2025-01-01,71.98,75.37,64.61,84.23,47.53,68.13,Watch,1
ENG-00430,2025-02-01,64.78,72.08,88.77,63.13,48.02,67.44,Watch,1
ENG-00430,2025-03-01,66.56,67.49,41.72,59.86,31.85,53.83,Critical,1
ENG-00431,2024-01-01,80.2,88.61,61.84,72.33,59.04,72.8,Watch,0
ENG-00431,2024-02-01,83.21,88.58,87.65,79.9,54.44,78.92,Watch,0
ENG-00431,2024-03-01,77.21,81.4,81.64,67.59,54.12,72.87,Watch,0
ENG-00431,2024-04-01,80.61,84.39,91.61,69.69,59.02,77.61,Watch,0
ENG-00431,2024-05-01,79.04,83.38,70.65,71.35,56.0,72.47,Watch,0
ENG-00431,2024-06-01,79.76,86.03,82.81,74.84,59.26,76.79,Watch,0
ENG-00431,2024-07-01,77.11,78.12,93.49,72.45,55.47,75.56,Watch,0
ENG-00431,2024-08-01,83.1,84.33,94.05,67.37,51.95,76.95,Watch,0
ENG-00431,2024-09-01,81.14,83.45,78.54,75.45,59.66,75.93,Watch,0
ENG-00431,2024-10-01,73.19,86.18,87.57,73.87,66.48,77.42,Watch,0
ENG-00431,2024-11-01,77.21,88.52,67.91,82.61,53.79,73.74,Watch,0
ENG-00431,2024-12-01,78.17,80.88,75.39,71.35,51.97,71.89,Watch,0
ENG-00432,2026-06-01,71.15,72.64,88.7,64.95,53.79,70.56,Watch,0
ENG-00432,2026-07-01,74.06,76.76,67.98,78.93,51.34,69.57,Watch,0
ENG-00432,2026-08-01,75.09,74.83,87.64,72.64,49.75,72.11,Watch,0
ENG-00433,2025-12-01,87.22,90.35,100.0,79.14,75.56,86.86,Healthy,0
ENG-00433,2026-01-01,84.31,94.86,98.57,84.48,67.71,85.98,Healthy,0
ENG-00433,2026-02-01,85.47,86.69,94.57,74.82,64.67,81.78,Healthy,0
ENG-00433,2026-03-01,84.17,86.27,76.88,72.12,72.61,79.01,Watch,0
ENG-00433,2026-04-01,84.83,90.23,100.0,74.11,71.06,84.58,Healthy,0
ENG-00433,2026-05-01,88.29,91.18,83.17,80.13,72.98,83.56,Healthy,0
ENG-00433,2026-06-01,83.42,95.78,95.36,69.44,72.47,83.99,Healthy,0
ENG-00433,2026-07-01,83.85,94.95,99.71,67.46,68.75,83.76,Healthy,0
ENG-00434,2026-08-01,66.6,55.82,15.0,59.13,30.27,45.74,Critical,0
ENG-00435,2025-07-01,70.71,73.64,91.65,75.89,60.5,74.22,Watch,0
ENG-00435,2025-08-01,76.13,78.47,75.81,68.58,50.32,70.24,Watch,0
ENG-00435,2025-09-01,71.96,71.96,64.91,69.7,45.55,64.93,Watch,0
ENG-00435,2025-10-01,70.97,70.64,86.45,68.47,52.8,69.99,Watch,0
ENG-00435,2025-11-01,67.14,70.75,56.03,70.27,49.36,62.55,Watch,0
ENG-00435,2025-12-01,70.6,70.22,79.1,72.19,45.12,67.37,Watch,0
ENG-00435,2026-01-01,68.84,70.17,84.26,74.95,50.43,69.43,Watch,0
ENG-00435,2026-02-01,72.08,74.92,54.27,68.91,58.53,65.9,Watch,0
ENG-00435,2026-03-01,80.22,72.33,59.71,73.58,47.58,67.02,Watch,0
ENG-00435,2026-04-01,76.39,72.74,75.24,79.89,56.51,71.98,Watch,0
ENG-00435,2026-05-01,74.95,73.8,66.3,66.25,46.12,65.92,Watch,0
ENG-00435,2026-06-01,77.01,73.94,74.68,68.92,59.86,71.29,Watch,0
ENG-00435,2026-07-01,68.62,72.93,48.47,70.97,54.55,62.99,Watch,0
ENG-00436,2026-02-01,71.71,71.2,60.6,76.79,48.64,65.53,Watch,0
ENG-00436,2026-03-01,68.4,71.88,76.49,76.69,48.35,67.95,Watch,0
ENG-00436,2026-04-01,73.81,68.68,76.74,77.78,48.8,68.96,Watch,0
ENG-00436,2026-05-01,74.2,73.26,60.76,74.43,42.06,64.93,Watch,0
ENG-00436,2026-06-01,69.66,67.25,51.75,68.26,53.24,62.1,Watch,0
ENG-00436,2026-07-01,68.13,73.31,70.5,64.87,45.65,64.65,Watch,0
ENG-00436,2026-08-01,64.48,68.36,78.74,72.01,44.21,65.18,Watch,0
ENG-00437,2024-08-01,80.2,83.38,61.67,64.3,54.42,69.59,Watch,0
ENG-00437,2024-09-01,79.92,80.37,97.79,66.82,41.32,73.9,Watch,0
ENG-00437,2024-10-01,79.25,80.03,95.41,79.02,62.39,79.23,Watch,0
ENG-00437,2024-11-01,78.39,82.8,79.62,72.72,53.37,73.66,Watch,0
ENG-00437,2024-12-01,80.4,78.41,95.33,73.41,62.11,78.28,Watch,0
ENG-00437,2025-01-01,78.4,87.54,93.44,71.46,52.81,77.08,Watch,0
ENG-00437,2025-02-01,73.65,77.68,98.3,80.7,46.94,75.1,Watch,0
ENG-00438,2026-02-01,76.91,81.57,86.56,76.56,54.29,75.2,Watch,0
ENG-00438,2026-03-01,77.04,83.66,69.21,76.46,60.86,73.48,Watch,0
ENG-00438,2026-04-01,79.92,80.89,85.88,68.7,66.21,76.88,Watch,0
ENG-00438,2026-05-01,79.92,82.01,98.32,77.32,66.9,81.02,Healthy,0
ENG-00438,2026-06-01,77.14,81.1,96.22,77.97,59.15,78.27,Watch,0
ENG-00438,2026-07-01,79.02,90.29,96.57,75.43,56.54,79.75,Watch,0
ENG-00438,2026-08-01,74.72,86.22,92.27,60.73,64.28,76.34,Watch,0
ENG-00439,2025-04-01,82.12,92.24,84.61,77.65,63.53,80.26,Healthy,0
ENG-00439,2025-05-01,84.05,90.24,100.0,87.7,64.51,85.12,Healthy,0
ENG-00439,2025-06-01,86.15,88.59,89.4,83.49,71.3,83.92,Healthy,0
ENG-00439,2025-07-01,80.15,90.55,89.07,82.02,61.51,80.57,Healthy,0
ENG-00439,2025-08-01,87.68,84.33,98.04,71.72,60.73,81.3,Healthy,0
ENG-00439,2025-09-01,89.16,92.21,97.83,80.68,61.75,84.75,Healthy,0
ENG-00439,2025-10-01,81.73,86.32,72.86,92.15,69.09,79.91,Watch,0
ENG-00439,2025-11-01,90.85,91.76,97.43,80.77,60.62,84.79,Healthy,0
ENG-00439,2025-12-01,87.24,88.2,100.0,81.64,64.87,84.67,Healthy,0
ENG-00439,2026-01-01,84.51,89.18,79.48,77.72,70.16,80.55,Healthy,0
ENG-00439,2026-02-01,87.35,85.03,95.63,85.85,64.59,83.76,Healthy,0
ENG-00439,2026-03-01,80.4,88.1,94.65,74.1,71.54,82.07,Healthy,0
ENG-00440,2025-01-01,88.66,95.57,86.6,77.83,67.2,83.71,Healthy,0
ENG-00440,2025-02-01,83.23,92.72,90.25,76.67,74.79,83.86,Healthy,0
ENG-00440,2025-03-01,86.25,90.36,85.98,61.19,65.08,79.02,Watch,0
ENG-00440,2025-04-01,86.5,82.58,100.0,77.89,71.43,84.11,Healthy,0
ENG-00440,2025-05-01,84.93,93.06,100.0,80.78,76.67,87.3,Healthy,0
ENG-00440,2025-06-01,86.59,88.32,87.58,80.83,72.37,83.43,Healthy,0
ENG-00440,2025-07-01,81.68,93.93,87.11,79.1,68.17,82.13,Healthy,0
ENG-00441,2025-07-01,80.34,78.24,90.4,81.04,50.61,76.09,Watch,0
ENG-00441,2025-08-01,75.35,78.12,84.28,68.94,61.01,73.86,Watch,0
ENG-00441,2025-09-01,76.63,84.04,91.72,77.84,53.04,76.59,Watch,0
ENG-00441,2025-10-01,70.29,72.29,83.09,76.19,38.45,67.77,Watch,0
ENG-00441,2025-11-01,70.74,79.55,79.59,84.87,56.95,73.63,Watch,0
ENG-00441,2025-12-01,72.61,80.93,82.54,70.07,58.73,73.1,Watch,0
ENG-00441,2026-01-01,71.71,75.74,75.6,69.48,61.05,70.83,Watch,0
ENG-00441,2026-02-01,75.75,70.01,97.65,74.18,56.66,74.93,Watch,0
ENG-00441,2026-03-01,71.42,74.78,67.76,77.2,60.14,69.97,Watch,0
ENG-00441,2026-04-01,74.7,79.42,69.89,70.3,52.37,69.56,Watch,0
ENG-00441,2026-05-01,76.49,73.26,97.2,66.52,54.37,74.07,Watch,0
ENG-00441,2026-06-01,70.8,81.19,78.16,66.6,63.81,72.32,Watch,0
ENG-00442,2024-02-01,84.65,84.48,91.69,67.29,59.91,78.47,Watch,0
ENG-00442,2024-03-01,80.15,89.01,100.0,74.9,72.18,83.51,Healthy,0
ENG-00442,2024-04-01,84.06,86.06,89.49,87.73,72.32,83.75,Healthy,0
ENG-00442,2024-05-01,86.5,90.63,99.08,76.1,70.0,84.98,Healthy,0
ENG-00442,2024-06-01,77.62,93.04,91.87,79.66,64.99,81.33,Healthy,0
ENG-00442,2024-07-01,82.25,92.42,96.6,78.69,72.75,84.72,Healthy,0
ENG-00442,2024-08-01,91.82,85.16,94.23,81.17,71.03,85.22,Healthy,0
ENG-00442,2024-09-01,81.82,88.67,98.94,72.13,68.09,82.42,Healthy,0
ENG-00442,2024-10-01,80.54,92.38,85.07,74.47,64.6,79.72,Watch,0
ENG-00443,2025-09-01,71.03,73.34,77.43,75.76,42.74,67.82,Watch,0
ENG-00443,2025-10-01,66.01,74.33,75.9,72.72,43.94,66.25,Watch,0
ENG-00443,2025-11-01,74.03,69.86,83.11,73.03,53.63,70.78,Watch,0
ENG-00443,2025-12-01,69.85,81.09,79.24,70.45,65.73,73.24,Watch,0
ENG-00443,2026-01-01,72.9,71.74,63.8,75.98,56.71,68.07,Watch,0
ENG-00443,2026-02-01,73.32,79.0,63.4,83.98,49.21,69.25,Watch,0
ENG-00443,2026-03-01,76.54,76.71,94.14,75.87,39.12,72.51,Watch,0
ENG-00444,2024-12-01,84.91,86.83,98.17,70.88,72.84,83.43,Healthy,0
ENG-00444,2025-01-01,79.45,86.32,96.99,70.18,68.49,80.75,Healthy,0
ENG-00444,2025-02-01,81.13,89.16,95.95,78.95,54.73,80.1,Healthy,0
ENG-00444,2025-03-01,81.61,84.54,60.4,77.74,69.42,74.94,Watch,0
ENG-00444,2025-04-01,85.1,86.26,98.13,83.9,59.45,82.63,Healthy,0
ENG-00444,2025-05-01,86.25,80.62,97.84,81.25,67.57,82.96,Healthy,0
ENG-00444,2025-06-01,86.1,91.37,91.22,75.32,72.36,83.81,Healthy,0
ENG-00444,2025-07-01,79.47,81.51,79.54,81.42,69.85,78.26,Watch,0
ENG-00444,2025-08-01,80.31,89.81,67.24,82.98,66.91,77.32,Watch,0
ENG-00444,2025-09-01,80.85,89.33,92.12,69.04,54.4,77.74,Watch,0
ENG-00444,2025-10-01,88.31,92.86,93.27,79.42,67.18,84.65,Healthy,0
ENG-00444,2025-11-01,74.66,87.81,98.88,71.28,73.37,81.37,Healthy,0
ENG-00445,2026-06-01,83.52,88.29,100.0,62.45,64.07,80.72,Healthy,0
ENG-00445,2026-07-01,84.89,82.27,89.49,78.74,63.99,80.18,Healthy,0
ENG-00445,2026-08-01,83.5,92.19,84.21,75.82,71.43,81.81,Healthy,0
ENG-00446,2025-10-01,73.94,72.78,78.11,75.14,39.34,67.8,Watch,0
ENG-00446,2025-11-01,74.02,75.85,71.63,69.13,41.1,66.59,Watch,1
ENG-00446,2025-12-01,69.29,62.04,49.79,71.1,42.76,58.9,Critical,1
ENG-00446,2026-01-01,62.26,57.52,63.75,60.86,29.84,54.91,Critical,1
ENG-00447,2025-11-01,79.11,89.78,98.73,74.7,69.59,82.6,Healthy,0
ENG-00447,2025-12-01,79.34,91.05,90.34,86.59,62.48,81.6,Healthy,0
ENG-00447,2026-01-01,78.84,86.22,89.12,77.04,71.56,80.65,Healthy,0
ENG-00447,2026-02-01,84.37,80.43,86.16,71.03,63.34,77.73,Watch,0
ENG-00447,2026-03-01,79.34,90.73,87.65,82.12,76.31,83.09,Healthy,0
ENG-00447,2026-04-01,76.53,90.19,79.85,91.1,55.37,77.88,Watch,0
ENG-00447,2026-05-01,74.24,92.28,98.54,75.13,59.24,79.84,Watch,0
ENG-00448,2025-10-01,75.74,80.91,93.16,75.55,58.48,76.78,Watch,0
ENG-00448,2025-11-01,80.62,79.61,73.25,75.0,54.24,72.83,Watch,0
ENG-00448,2025-12-01,82.4,80.37,97.24,79.1,58.37,79.66,Watch,0
ENG-00448,2026-01-01,78.37,82.93,84.48,68.44,49.04,73.15,Watch,0
ENG-00448,2026-02-01,83.61,82.63,80.68,71.52,66.63,77.62,Watch,0
ENG-00448,2026-03-01,72.36,83.68,77.46,65.09,59.24,71.93,Watch,0
