engagement_id,review_date,technical_score,delivery_score,communication_score,overall_score
ENG-00210,2026-04-01,72.07,63.04,62.22,60.07
ENG-00210,2026-05-01,66.73,69.11,64.08,60.13
ENG-00210,2026-06-01,58.84,45.76,68.05,51.56
ENG-00211,2024-09-01,83.46,78.58,77.51,77.55
ENG-00211,2024-10-01,82.53,79.3,82.77,76.86
ENG-00211,2024-11-01,91.86,82.1,84.97,85.86
ENG-00211,2024-12-01,77.77,81.67,86.23,75.6
ENG-00211,2025-01-01,74.93,78.57,78.24,84.01
ENG-00211,2025-02-01,86.08,80.46,83.09,85.02
ENG-00211,2025-03-01,74.07,81.43,70.78,82.52
ENG-00211,2025-04-01,81.87,73.72,82.03,79.95
ENG-00211,2025-05-01,84.97,83.25,89.18,84.21
ENG-00211,2025-06-01,83.56,81.31,92.57,87.45
ENG-00211,2025-07-01,76.94,67.54,92.18,80.32
ENG-00212,2025-12-01,79.87,73.04,80.25,78.03
ENG-00212,2026-01-01,72.26,73.21,78.24,76.13
ENG-00212,2026-02-01,82.95,75.45,91.31,81.0
ENG-00212,2026-03-01,70.15,70.95,78.05,74.22
ENG-00212,2026-04-01,75.23,75.96,81.11,77.03
ENG-00212,2026-05-01,76.04,73.38,74.33,79.96
ENG-00212,2026-06-01,74.78,69.93,72.06,72.23
ENG-00212,2026-07-01,67.82,73.98,72.92,81.33
ENG-00212,2026-08-01,80.93,69.82,77.91,75.11
ENG-00213,2025-04-01,89.73,87.77,90.77,91.24
ENG-00213,2025-05-01,89.4,81.72,94.08,91.98
ENG-00213,2025-06-01,78.65,83.88,93.42,91.67
ENG-00213,2025-07-01,83.26,94.73,88.89,91.22
ENG-00213,2025-08-01,81.23,85.84,98.02,91.21
ENG-00213,2025-09-01,85.89,88.53,91.78,88.8
ENG-00213,2025-10-01,88.14,79.13,87.44,88.76
ENG-00213,2025-11-01,89.56,92.62,88.06,94.58
ENG-00213,2025-12-01,79.48,78.44,93.68,87.42
ENG-00213,2026-01-01,90.56,77.95,97.06,91.62
ENG-00213,2026-02-01,83.98,84.38,90.46,84.29
ENG-00213,2026-03-01,83.08,86.63,86.57,90.12
ENG-00213,2026-04-01,87.95,76.36,93.67,86.95
ENG-00214,2026-05-01,76.78,70.09,64.3,69.26
ENG-00214,2026-06-01,73.94,59.93,79.19,61.79
ENG-00214,2026-07-01,68.01,48.03,56.43,55.9
ENG-00214,2026-08-01,48.02,37.91,39.82,52.09
ENG-00214,2026-09-01,44.22,48.54,36.51,46.25
ENG-00215,2024-09-01,76.58,81.04,79.17,81.25
ENG-00215,2024-10-01,82.15,93.86,89.03,85.47
ENG-00215,2024-11-01,84.27,79.81,85.47,85.31
ENG-00215,2024-12-01,84.7,85.98,89.11,85.73
ENG-00215,2025-01-01,87.39,82.22,88.6,85.7
ENG-00215,2025-02-01,87.42,87.39,84.82,86.2
ENG-00215,2025-03-01,87.69,89.55,85.62,85.87
ENG-00215,2025-04-01,80.98,68.02,78.72,83.08
ENG-00215,2025-05-01,77.05,77.58,88.13,82.12
ENG-00215,2025-06-01,80.45,78.86,83.57,83.58
ENG-00215,2025-07-01,80.41,72.5,93.32,82.07
ENG-00215,2025-08-01,86.84,83.03,83.32,85.34
ENG-00215,2025-09-01,80.51,75.35,76.66,86.91
ENG-00216,2024-01-01,79.13,82.74,72.24,82.25
ENG-00216,2024-02-01,62.85,64.37,70.68,70.16
ENG-00216,2024-03-01,65.29,60.54,66.14,65.42
ENG-00216,2024-04-01,54.66,55.04,52.76,60.33
ENG-00217,2024-04-01,78.9,80.39,87.8,85.27
ENG-00217,2024-05-01,83.43,77.37,88.48,87.5
ENG-00217,2024-06-01,83.67,80.75,81.54,89.46
ENG-00217,2024-07-01,83.42,78.03,90.67,81.76
ENG-00217,2024-08-01,80.76,75.77,88.06,81.86
ENG-00217,2024-09-01,78.46,77.8,90.7,84.05
ENG-00217,2024-10-01,87.54,80.99,90.31,84.44
ENG-00217,2024-11-01,79.37,76.97,77.71,77.73
ENG-00217,2024-12-01,81.58,82.2,85.41,84.91
ENG-00218,2024-10-01,72.87,76.28,80.09,86.33
ENG-00218,2024-11-01,82.43,86.81,79.42,83.45
ENG-00218,2024-12-01,80.21,82.67,85.17,83.29
ENG-00218,2025-01-01,78.99,78.03,91.46,83.65
ENG-00218,2025-02-01,85.14,82.79,82.73,86.8
ENG-00218,2025-03-01,82.64,84.47,93.32,87.42
ENG-00218,2025-04-01,75.42,83.72,90.74,85.94
ENG-00218,2025-05-01,86.84,85.67,85.54,80.55
ENG-00218,2025-06-01,83.88,82.56,79.49,80.27
ENG-00219,2025-11-01,76.01,77.25,84.91,86.83
ENG-00219,2025-12-01,76.15,86.63,77.34,84.25
ENG-00219,2026-01-01,84.17,81.59,86.26,85.64
ENG-00219,2026-02-01,71.97,80.44,80.06,78.67
ENG-00219,2026-03-01,77.91,75.3,81.79,81.06
ENG-00219,2026-04-01,80.52,74.82,88.1,82.46
ENG-00219,2026-05-01,70.97,62.9,70.34,70.52
ENG-00219,2026-06-01,81.87,80.19,76.72,83.5
ENG-00219,2026-07-01,72.11,72.67,75.29,78.06
ENG-00220,2025-11-01,79.29,86.51,84.55,88.01
ENG-00220,2025-12-01,84.28,82.01,80.42,85.64
ENG-00220,2026-01-01,76.2,85.94,85.71,87.83
ENG-00220,2026-02-01,81.01,87.55,84.89,86.81
ENG-00220,2026-03-01,89.08,78.88,83.15,86.95
ENG-00220,2026-04-01,81.86,77.54,85.36,87.2
ENG-00220,2026-05-01,84.9,88.73,78.77,88.86
ENG-00220,2026-06-01,75.32,75.65,80.2,87.94
ENG-00220,2026-07-01,82.86,82.45,75.37,85.43
ENG-00220,2026-08-01,83.6,85.47,90.4,91.43
ENG-00221,2026-06-01,64.03,59.66,66.55,75.32
ENG-00221,2026-07-01,63.42,69.17,66.48,65.44
ENG-00221,2026-08-01,62.71,54.92,55.7,52.95
ENG-00222,2024-12-01,88.28,87.11,100.0,84.62
ENG-00222,2025-01-01,87.44,79.29,86.88,82.65
ENG-00222,2025-02-01,82.46,79.26,93.43,83.02
ENG-00222,2025-03-01,86.16,88.12,94.44,93.5
ENG-00222,2025-04-01,80.18,82.12,84.91,86.7
ENG-00222,2025-05-01,73.08,75.63,77.1,88.53
ENG-00222,2025-06-01,80.37,73.29,68.73,81.94
ENG-00222,2025-07-01,81.53,81.32,89.21,88.4
ENG-00223,2024-05-01,80.2,86.91,97.23,85.81
ENG-00223,2024-06-01,79.52,70.81,67.95,81.13
ENG-00223,2024-07-01,85.18,85.56,77.71,85.99
ENG-00223,2024-08-01,92.33,88.44,86.6,87.93
ENG-00223,2024-09-01,83.11,80.82,75.19,81.55
ENG-00223,2024-10-01,78.56,75.18,78.75,81.16
ENG-00223,2024-11-01,77.26,81.48,80.22,77.68
ENG-00223,2024-12-01,89.12,84.86,96.15,88.38
ENG-00223,2025-01-01,83.6,78.62,74.96,87.38
ENG-00224,2026-06-01,78.55,73.88,76.31,85.23
ENG-00224,2026-07-01,77.91,85.82,78.96,86.61
ENG-00224,2026-08-01,77.39,92.03,82.04,88.61
ENG-00225,2025-07-01,72.56,77.5,67.82,72.99
ENG-00225,2025-08-01,73.5,73.33,65.01,73.46
ENG-00225,2025-09-01,70.56,69.65,71.41,68.06
ENG-00225,2025-10-01,67.94,65.92,66.87,71.27
ENG-00225,2025-11-01,69.45,70.43,62.98,73.06
ENG-00225,2025-12-01,68.5,70.86,63.84,73.99
ENG-00225,2026-01-01,73.8,63.27,74.03,72.42
ENG-00225,2026-02-01,72.42,62.93,73.9,60.39
ENG-00225,2026-03-01,68.89,66.94,70.87,69.48
ENG-00225,2026-04-01,74.74,58.98,81.53,70.56
ENG-00226,2025-11-01,75.22,76.68,79.26,83.82
ENG-00226,2025-12-01,66.52,54.42,80.05,71.02
ENG-00226,2026-01-01,79.0,81.27,70.52,73.4
ENG-00226,2026-02-01,77.37,73.01,78.65,78.66
ENG-00226,2026-03-01,81.68,81.62,72.67,80.42
ENG-00226,2026-04-01,80.43,74.32,84.43,81.82
ENG-00226,2026-05-01,77.41,72.11,73.13,73.18
ENG-00227,2025-09-01,84.08,79.17,83.35,83.04
ENG-00227,2025-10-01,78.08,76.48,79.73,78.65
ENG-00227,2025-11-01,82.23,86.07,77.02,86.28
ENG-00227,2025-12-01,82.34,86.82,88.19,84.11
ENG-00227,2026-01-01,80.54,88.43,89.08,87.64
ENG-00227,2026-02-01,79.24,84.09,83.86,88.04
ENG-00227,2026-03-01,70.3,74.11,83.62,85.96
ENG-00227,2026-04-01,88.3,73.13,79.93,80.1
ENG-00227,2026-05-01,76.04,72.55,85.17,84.57
ENG-00227,2026-06-01,85.64,77.25,88.15,89.36
ENG-00227,2026-07-01,79.82,73.22,74.4,85.06
ENG-00227,2026-08-01,93.34,85.65,87.15,88.24
ENG-00228,2025-08-01,76.31,82.18,83.18,85.29
ENG-00228,2025-09-01,84.78,80.35,86.8,83.61
ENG-00228,2025-10-01,86.32,89.23,88.67,85.99
ENG-00228,2025-11-01,90.49,84.54,84.52,86.02
ENG-00228,2025-12-01,80.05,85.08,88.21,84.11
ENG-00228,2026-01-01,90.09,85.29,92.43,89.25
ENG-00228,2026-02-01,80.2,71.07,86.17,79.12
ENG-00228,2026-03-01,80.97,82.31,86.57,85.26
ENG-00228,2026-04-01,81.65,80.94,90.28,86.11
ENG-00228,2026-05-01,75.07,79.71,93.3,78.35
ENG-00228,2026-06-01,79.34,76.54,81.8,79.25
ENG-00228,2026-07-01,85.04,78.19,91.83,86.44
ENG-00228,2026-08-01,79.86,85.04,91.95,86.2
ENG-00229,2025-02-01,69.31,57.97,78.52,86.06
ENG-00229,2025-03-01,90.31,83.92,88.9,89.78
ENG-00229,2025-04-01,85.66,84.65,90.56,87.85
ENG-00229,2025-05-01,84.01,90.84,86.95,90.3
ENG-00229,2025-06-01,79.56,75.23,74.28,84.3
ENG-00229,2025-07-01,79.78,81.92,85.31,88.7
ENG-00229,2025-08-01,84.73,80.25,80.65,88.07
ENG-00229,2025-09-01,84.34,81.84,92.04,91.67
ENG-00229,2025-10-01,83.38,79.14,91.15,89.52
ENG-00229,2025-11-01,79.79,80.56,85.12,84.63
ENG-00229,2025-12-01,79.55,78.26,83.98,87.07
ENG-00230,2025-02-01,81.34,72.89,79.03,82.2
ENG-00230,2025-03-01,73.12,81.15,90.22,82.21
ENG-00230,2025-04-01,63.4,68.62,60.39,68.95
ENG-00230,2025-05-01,61.45,59.22,50.03,64.52
ENG-00231,2024-02-01,65.62,68.26,68.44,70.03
ENG-00231,2024-03-01,64.88,60.66,70.17,61.93
ENG-00231,2024-04-01,51.1,50.78,43.85,55.89
ENG-00231,2024-05-01,54.22,39.92,45.54,44.72
ENG-00232,2026-01-01,83.5,73.5,84.15,84.55
ENG-00232,2026-02-01,68.17,62.74,83.39,73.21
ENG-00232,2026-03-01,71.43,65.76,71.74,77.36
ENG-00232,2026-04-01,72.47,65.59,75.04,71.71
ENG-00232,2026-05-01,59.39,55.09,57.87,63.76
ENG-00233,2024-12-01,71.93,66.07,66.98,62.16
ENG-00233,2025-01-01,80.53,78.93,76.78,74.52
ENG-00233,2025-02-01,62.16,62.48,63.18,67.18
ENG-00233,2025-03-01,78.45,72.69,74.41,74.32
ENG-00233,2025-04-01,74.65,69.14,59.6,69.62
ENG-00233,2025-05-01,67.37,64.41,68.26,66.25
ENG-00233,2025-06-01,71.15,69.52,69.59,69.43
ENG-00233,2025-07-01,75.77,69.23,62.03,69.21
ENG-00234,2026-05-01,78.76,80.94,80.5,78.83
ENG-00234,2026-06-01,70.11,69.55,74.24,78.32
ENG-00234,2026-07-01,65.78,78.6,61.51,70.95
ENG-00234,2026-08-01,61.04,63.79,72.2,66.51
ENG-00235,2024-07-01,82.64,98.25,87.98,93.06
ENG-00235,2024-08-01,86.84,84.08,91.31,85.89
ENG-00235,2024-09-01,84.47,82.19,96.95,89.64
ENG-00235,2024-10-01,86.41,86.16,88.47,91.61
ENG-00235,2024-11-01,89.39,88.18,98.18,94.17
ENG-00235,2024-12-01,87.9,84.19,85.38,88.03
ENG-00235,2025-01-01,79.15,83.52,93.68,87.8
ENG-00236,2024-11-01,80.22,85.62,83.76,82.62
ENG-00236,2024-12-01,84.41,78.52,76.9,84.48
ENG-00236,2025-01-01,83.9,79.68,86.82,83.75
ENG-00236,2025-02-01,81.79,76.86,83.8,88.42
ENG-00236,2025-03-01,85.01,83.43,87.12,88.13
ENG-00236,2025-04-01,88.81,94.65,94.11,91.08
ENG-00236,2025-05-01,77.5,71.01,87.41,85.18
ENG-00236,2025-06-01,83.12,85.07,91.34,85.21
ENG-00236,2025-07-01,87.06,76.32,87.18,79.09
ENG-00236,2025-08-01,91.05,92.82,92.12,92.23
ENG-00236,2025-09-01,90.99,88.88,98.12,90.51
ENG-00236,2025-10-01,86.25,86.98,94.8,93.09
ENG-00236,2025-11-01,95.13,91.68,95.19,90.22
ENG-00237,2024-06-01,87.99,83.4,86.66,89.29
ENG-00237,2024-07-01,89.68,78.2,87.27,90.91
ENG-00237,2024-08-01,83.89,76.64,90.22,90.7
ENG-00237,2024-09-01,83.49,86.31,86.74,87.97
ENG-00237,2024-10-01,87.32,94.37,98.7,90.12
ENG-00237,2024-11-01,87.93,83.73,89.87,82.02
ENG-00237,2024-12-01,80.83,84.83,85.67,83.58
ENG-00237,2025-01-01,87.11,79.85,83.94,87.24
ENG-00237,2025-02-01,84.05,91.77,95.37,91.32
ENG-00237,2025-03-01,86.6,84.55,96.14,92.02
ENG-00238,2026-08-01,86.48,78.34,90.41,86.0
ENG-00239,2026-02-01,73.04,77.44,75.98,82.02
ENG-00239,2026-03-01,79.18,74.6,77.2,78.18
ENG-00239,2026-04-01,82.2,80.35,91.51,83.0
ENG-00239,2026-05-01,85.1,71.62,85.08,77.21
ENG-00239,2026-06-01,87.63,82.48,87.73,89.59
ENG-00239,2026-07-01,73.93,69.87,74.48,85.88
ENG-00239,2026-08-01,81.16,77.86,83.66,81.99
ENG-00240,2024-11-01,77.53,88.12,75.51,85.43
ENG-00240,2024-12-01,83.0,75.67,74.11,78.9
ENG-00240,2025-01-01,79.13,77.75,78.86,79.78
ENG-00240,2025-02-01,77.14,75.02,74.32,73.77
ENG-00240,2025-03-01,64.1,63.99,64.71,58.96
ENG-00240,2025-04-01,61.31,74.06,51.27,63.27
ENG-00240,2025-05-01,55.92,56.48,52.98,62.95
ENG-00241,2025-12-01,74.55,74.94,75.4,82.18
ENG-00241,2026-01-01,76.97,79.85,94.72,78.53
ENG-00241,2026-02-01,75.36,75.7,78.1,78.32
ENG-00241,2026-03-01,77.49,90.15,83.49,83.46
ENG-00241,2026-04-01,76.04,85.63,77.76,83.74
ENG-00241,2026-05-01,78.57,75.21,72.89,80.8
ENG-00241,2026-06-01,68.05,85.34,71.88,80.04
ENG-00241,2026-07-01,75.65,68.98,78.83,79.81
ENG-00241,2026-08-01,73.98,69.06,83.87,77.81
ENG-00242,2026-08-01,87.77,82.15,74.62,87.16
ENG-00243,2024-10-01,68.66,70.81,77.68,75.19
ENG-00243,2024-11-01,69.38,76.63,77.01,77.05
ENG-00243,2024-12-01,69.77,71.16,76.11,78.5
ENG-00243,2025-01-01,74.23,73.31,63.88,74.22
ENG-00243,2025-02-01,68.04,56.17,67.68,73.37
ENG-00243,2025-03-01,71.95,77.18,66.43,79.43
ENG-00243,2025-04-01,70.73,73.29,69.03,82.04
ENG-00243,2025-05-01,81.73,76.31,79.55,73.38
ENG-00243,2025-06-01,77.63,67.35,76.23,76.54
ENG-00243,2025-07-01,83.92,76.41,78.83,79.88
ENG-00243,2025-08-01,82.13,75.06,79.28,76.24
ENG-00244,2026-03-01,85.23,77.11,91.22,87.42
ENG-00244,2026-04-01,76.13,81.88,89.79,84.97
ENG-00244,2026-05-01,80.33,75.04,83.01,84.84
ENG-00244,2026-06-01,84.96,80.64,92.52,87.15
ENG-00244,2026-07-01,84.75,81.89,82.91,85.27
ENG-00244,2026-08-01,89.85,80.99,87.47,85.43
ENG-00245,2025-10-01,75.28,81.91,92.8,90.94
ENG-00245,2025-11-01,79.97,80.9,82.57,81.32
ENG-00245,2025-12-01,87.04,84.02,87.33,86.51
ENG-00245,2026-01-01,85.53,71.61,87.43,78.97
ENG-00245,2026-02-01,81.24,84.92,82.27,88.43
ENG-00245,2026-03-01,84.73,86.95,88.0,86.85
ENG-00245,2026-04-01,77.21,71.87,77.04,89.65
ENG-00245,2026-05-01,87.45,89.6,99.35,88.88
ENG-00245,2026-06-01,81.1,83.42,79.39,83.09
ENG-00245,2026-07-01,77.94,87.54,73.98,87.75
ENG-00245,2026-08-01,77.77,82.21,77.7,85.22
ENG-00246,2026-01-01,71.49,58.21,71.46,62.61
ENG-00246,2026-02-01,73.4,59.29,71.71,67.43
ENG-00246,2026-03-01,56.09,59.02,59.0,60.36
ENG-00246,2026-04-01,64.39,56.65,55.17,57.95
ENG-00246,2026-05-01,66.54,57.51,57.83,51.42
ENG-00246,2026-06-01,46.29,55.38,53.79,50.6
ENG-00246,2026-07-01,58.63,53.93,56.59,49.24
ENG-00247,2024-12-01,79.29,90.62,96.6,89.67
ENG-00247,2025-01-01,96.3,86.29,95.43,92.29
ENG-00247,2025-02-01,83.61,93.19,92.2,87.2
ENG-00247,2025-03-01,83.95,80.08,80.68,92.51
ENG-00247,2025-04-01,93.26,85.42,96.74,91.0
ENG-00247,2025-05-01,80.76,84.87,83.47,87.89
ENG-00247,2025-06-01,84.15,86.76,95.72,88.47
ENG-00247,2025-07-01,80.29,84.83,85.06,91.5
ENG-00247,2025-08-01,80.63,83.55,92.96,84.55
ENG-00247,2025-09-01,79.59,77.4,85.54,88.07
ENG-00247,2025-10-01,89.12,84.98,96.28,89.11
ENG-00247,2025-11-01,100.0,100.0,100.0,92.35
ENG-00247,2025-12-01,87.4,84.06,93.58,88.71
ENG-00248,2024-07-01,76.03,68.48,82.91,71.1
ENG-00248,2024-08-01,72.49,72.69,71.25,74.29
ENG-00248,2024-09-01,70.87,62.69,59.22,65.99
ENG-00248,2024-10-01,65.69,57.86,56.13,61.42
ENG-00248,2024-11-01,61.7,53.88,56.19,57.4
ENG-00249,2024-10-01,80.26,70.66,75.65,79.4
ENG-00249,2024-11-01,77.68,85.59,92.09,84.69
ENG-00249,2024-12-01,67.41,71.25,69.15,76.84
ENG-00249,2025-01-01,78.81,82.3,88.5,83.43
ENG-00249,2025-02-01,75.77,69.39,65.73,81.47
ENG-00249,2025-03-01,69.8,76.58,71.22,83.88
ENG-00249,2025-04-01,79.0,75.14,82.67,80.83
ENG-00249,2025-05-01,74.33,71.67,82.61,85.21
ENG-00249,2025-06-01,76.94,81.99,90.45,85.01
ENG-00249,2025-07-01,91.21,81.26,95.12,87.37
ENG-00249,2025-08-01,80.69,76.66,83.36,90.28
ENG-00249,2025-09-01,79.01,80.6,88.17,78.08
ENG-00249,2025-10-01,74.69,79.45,81.1,85.82
ENG-00250,2025-04-01,83.74,69.47,71.87,72.77
ENG-00250,2025-05-01,69.42,67.07,73.8,76.95
ENG-00250,2025-06-01,80.28,65.5,85.94,68.31
ENG-00250,2025-07-01,73.69,80.94,83.63,83.97
ENG-00250,2025-08-01,74.63,68.28,71.96,80.23
ENG-00250,2025-09-01,72.35,79.33,68.65,80.74
ENG-00250,2025-10-01,69.56,70.36,92.37,73.93
ENG-00251,2025-07-01,87.02,82.02,80.11,83.06
ENG-00251,2025-08-01,70.98,82.09,70.47,77.93
ENG-00251,2025-09-01,74.0,81.82,86.03,83.84
ENG-00251,2025-10-01,84.07,66.0,71.93,68.04
ENG-00251,2025-11-01,81.36,72.03,79.82,75.25
ENG-00251,2025-12-01,74.64,72.3,70.01,76.5
ENG-00251,2026-01-01,70.48,81.08,67.64,78.51
ENG-00251,2026-02-01,74.01,77.14,76.23,81.21
ENG-00252,2024-11-01,88.66,86.67,88.92,88.47
ENG-00252,2024-12-01,82.11,79.83,87.35,87.59
ENG-00252,2025-01-01,71.2,72.77,83.44,80.89
ENG-00252,2025-02-01,86.44,83.58,85.95,84.02
ENG-00252,2025-03-01,91.16,83.5,95.72,91.52
ENG-00252,2025-04-01,86.69,77.59,89.14,86.43
ENG-00252,2025-05-01,85.45,86.68,96.44,87.03
ENG-00252,2025-06-01,69.62,76.14,85.96,84.86
ENG-00252,2025-07-01,83.98,86.39,79.45,89.99
ENG-00252,2025-08-01,86.21,85.21,94.45,89.46
ENG-00252,2025-09-01,88.58,77.29,79.89,82.88
ENG-00253,2024-01-01,84.9,90.22,80.59,85.38
ENG-00253,2024-02-01,84.55,85.62,86.43,89.68
ENG-00253,2024-03-01,85.85,79.47,84.16,87.65
ENG-00253,2024-04-01,72.55,69.99,71.8,85.3
ENG-00253,2024-05-01,84.08,88.35,96.36,89.51
ENG-00253,2024-06-01,81.64,84.93,77.62,90.47
ENG-00253,2024-07-01,79.26,76.92,95.31,86.08
ENG-00253,2024-08-01,88.32,80.12,88.13,90.11
ENG-00253,2024-09-01,94.84,97.5,88.78,91.06
ENG-00253,2024-10-01,79.99,91.59,90.75,88.5
ENG-00253,2024-11-01,76.22,76.21,72.25,86.08
ENG-00254,2025-03-01,70.43,78.51,81.03,77.63
ENG-00254,2025-04-01,69.66,77.56,76.91,81.42
ENG-00254,2025-05-01,75.38,80.32,77.47,73.83
ENG-00254,2025-06-01,65.19,64.47,63.48,71.03
ENG-00254,2025-07-01,66.74,67.48,64.53,62.81
ENG-00254,2025-08-01,68.66,57.7,60.05,56.23
ENG-00255,2024-01-01,79.31,84.76,92.06,88.75
ENG-00255,2024-02-01,81.67,86.89,89.43,87.53
ENG-00255,2024-03-01,83.79,79.69,88.83,87.53
ENG-00255,2024-04-01,82.62,85.72,90.12,84.85
ENG-00255,2024-05-01,83.03,70.11,82.35,87.76
ENG-00255,2024-06-01,82.83,79.21,93.87,85.66
ENG-00255,2024-07-01,72.01,68.37,87.57,81.93
ENG-00255,2024-08-01,91.58,82.31,97.07,88.23
ENG-00255,2024-09-01,74.08,77.68,87.35,85.48
ENG-00256,2026-05-01,78.01,76.97,93.53,76.24
ENG-00256,2026-06-01,79.74,77.86,83.27,77.54
ENG-00256,2026-07-01,71.13,69.0,71.08,76.17
ENG-00256,2026-08-01,79.87,82.98,89.56,86.15
ENG-00257,2024-05-01,74.0,71.72,78.66,77.6
ENG-00257,2024-06-01,73.67,73.53,74.21,77.65
ENG-00257,2024-07-01,70.62,69.07,80.69,76.81
ENG-00257,2024-08-01,67.69,67.46,78.14,69.48
ENG-00257,2024-09-01,68.11,74.65,78.62,78.2
ENG-00257,2024-10-01,65.68,66.46,64.85,73.54
ENG-00257,2024-11-01,77.52,61.79,77.73,78.15
ENG-00257,2024-12-01,75.12,79.46,77.89,82.25
ENG-00257,2025-01-01,71.99,71.16,76.09,77.87
ENG-00257,2025-02-01,69.58,72.86,73.39,77.45
ENG-00257,2025-03-01,78.69,83.63,71.3,82.37
ENG-00257,2025-04-01,73.93,66.59,70.71,72.77
ENG-00258,2025-06-01,78.82,78.38,84.96,86.31
ENG-00258,2025-07-01,86.46,92.76,87.35,80.8
ENG-00258,2025-08-01,71.16,67.01,65.85,73.95
ENG-00258,2025-09-01,67.33,53.55,76.55,66.13
ENG-00258,2025-10-01,61.64,58.33,56.94,59.66
ENG-00259,2026-02-01,85.26,86.53,88.07,87.22
ENG-00259,2026-03-01,82.98,75.0,68.36,79.3
ENG-00259,2026-04-01,84.85,83.65,89.16,86.09
ENG-00259,2026-05-01,72.93,84.18,83.26,84.73
ENG-00259,2026-06-01,87.46,88.09,94.89,89.08
ENG-00259,2026-07-01,81.45,83.41,84.56,85.96
ENG-00259,2026-08-01,78.28,86.87,81.04,86.66
ENG-00260,2026-07-01,79.42,74.96,78.58,82.24
ENG-00260,2026-08-01,84.66,76.25,78.46,80.68
ENG-00260,2026-09-01,74.27,64.37,66.33,82.64
ENG-00260,2026-10-01,66.73,60.36,71.33,72.69
ENG-00260,2026-11-01,65.15,59.02,62.4,61.69
ENG-00260,2026-12-01,58.79,64.72,59.67,66.37
ENG-00260,2027-01-01,61.42,48.79,53.81,55.65
ENG-00261,2024-03-01,83.97,83.41,90.03,88.1
ENG-00261,2024-04-01,94.31,82.26,91.99,89.71
ENG-00261,2024-05-01,78.1,75.16,74.9,81.15
ENG-00261,2024-06-01,83.33,74.65,77.52,85.27
ENG-00261,2024-07-01,88.44,89.35,100.0,86.66
ENG-00261,2024-08-01,81.45,77.33,85.29,82.13
ENG-00261,2024-09-01,69.37,85.54,73.52,87.07
ENG-00261,2024-10-01,89.93,88.31,96.3,89.6
ENG-00262,2026-08-01,88.78,84.46,77.5,87.43
ENG-00263,2024-07-01,79.06,83.33,81.52,88.41
ENG-00263,2024-08-01,82.15,85.09,78.79,83.36
ENG-00263,2024-09-01,80.96,73.66,88.43,86.44
ENG-00263,2024-10-01,84.07,85.78,89.61,88.38
ENG-00263,2024-11-01,78.31,87.03,89.07,90.17
ENG-00263,2024-12-01,92.88,78.84,86.5,83.16
ENG-00263,2025-01-01,82.27,80.03,87.37,86.56
ENG-00263,2025-02-01,77.93,82.97,83.75,89.63
ENG-00263,2025-03-01,86.15,83.87,87.38,88.14
ENG-00263,2025-04-01,79.96,84.85,82.45,88.96
ENG-00263,2025-05-01,85.22,76.01,70.35,87.86
ENG-00263,2025-06-01,74.88,74.37,75.34,88.76
ENG-00263,2025-07-01,83.96,77.75,76.76,89.0
ENG-00264,2025-11-01,73.95,72.52,76.45,79.05
ENG-00264,2025-12-01,81.91,68.25,74.41,72.11
ENG-00264,2026-01-01,72.0,72.22,77.45,79.01
ENG-00264,2026-02-01,90.37,75.79,86.69,74.73
ENG-00264,2026-03-01,75.13,66.85,71.52,80.07
ENG-00264,2026-04-01,83.47,78.45,77.93,78.64
ENG-00264,2026-05-01,72.07,74.64,74.83,82.76
ENG-00264,2026-06-01,74.9,68.55,71.01,75.9
ENG-00264,2026-07-01,71.67,62.31,68.99,76.11
ENG-00265,2025-05-01,78.54,81.29,83.23,83.76
ENG-00265,2025-06-01,76.1,77.1,85.9,76.93
ENG-00265,2025-07-01,68.01,75.78,74.79,79.79
ENG-00265,2025-08-01,77.35,73.42,68.25,68.52
ENG-00265,2025-09-01,68.52,52.37,59.49,64.09
ENG-00265,2025-10-01,66.81,52.44,56.79,57.37
ENG-00266,2025-05-01,80.7,78.76,80.01,84.11
ENG-00266,2025-06-01,80.0,78.16,79.23,82.03
ENG-00266,2025-07-01,77.61,79.49,74.23,85.25
ENG-00266,2025-08-01,83.96,87.87,93.69,86.22
ENG-00266,2025-09-01,83.25,73.38,81.28,86.84
ENG-00266,2025-10-01,88.82,79.56,83.68,85.12
ENG-00266,2025-11-01,72.5,76.42,77.14,84.9
ENG-00266,2025-12-01,72.27,76.43,88.99,83.29
ENG-00266,2026-01-01,71.57,78.55,75.71,83.09
ENG-00266,2026-02-01,85.95,87.71,76.84,85.78
ENG-00266,2026-03-01,78.7,70.5,85.98,85.61
ENG-00267,2025-05-01,83.14,84.02,94.51,84.49
ENG-00267,2025-06-01,90.11,92.86,100.0,89.46
ENG-00267,2025-07-01,87.15,75.77,86.49,83.17
ENG-00267,2025-08-01,77.74,93.22,79.03,86.54
ENG-00267,2025-09-01,70.4,72.46,78.97,76.27
ENG-00267,2025-10-01,63.56,72.9,65.89,74.35
ENG-00267,2025-11-01,77.22,64.78,73.67,73.05
ENG-00267,2025-12-01,62.87,65.69,65.06,61.15
ENG-00268,2025-11-01,60.73,64.75,72.14,66.08
ENG-00268,2025-12-01,69.97,69.13,59.95,67.98
ENG-00268,2026-01-01,67.61,56.86,59.93,67.29
ENG-00268,2026-02-01,67.88,60.66,59.69,66.95
ENG-00268,2026-03-01,73.02,61.57,67.1,69.46
