engagement_id,as_of_date,top_drivers,top_driver_detail
ENG-00399,2026-02-01,Sentiment | Client feedback | Milestone delivery,Sentiment (+2.01) | Client feedback (+1.64) | Milestone delivery (+0.39)
ENG-00399,2026-03-01,No material driver detected,
ENG-00399,2026-04-01,No material driver detected,
ENG-00399,2026-05-01,No material driver detected,
ENG-00400,2026-04-01,No material driver detected,
ENG-00400,2026-05-01,No material driver detected,
ENG-00400,2026-06-01,Performance | Sentiment,Performance (+2.76) | Sentiment (+0.37)
ENG-00400,2026-07-01,No material driver detected,
ENG-00400,2026-08-01,No material driver detected,
ENG-00401,2024-04-01,No material driver detected,
ENG-00401,2024-05-01,No material driver detected,
ENG-00401,2024-06-01,No material driver detected,
ENG-00401,2024-07-01,No material driver detected,
ENG-00401,2024-08-01,Client feedback | Sentiment,Client feedback (+1.35) | Sentiment (+0.79)
ENG-00401,2024-09-01,No material driver detected,
ENG-00401,2024-10-01,No material driver detected,
ENG-00401,2024-11-01,No material driver detected,
ENG-00401,2024-12-01,No material driver detected,
ENG-00401,2025-01-01,No material driver detected,
ENG-00401,2025-02-01,No material driver detected,
ENG-00401,2025-03-01,No material driver detected,
ENG-00402,2025-11-01,No material driver detected,
ENG-00402,2025-12-01,No material driver detected,
ENG-00402,2026-01-01,No material driver detected,
ENG-00402,2026-02-01,No material driver detected,
ENG-00402,2026-03-01,No material driver detected,
ENG-00402,2026-04-01,Performance | Client feedback,Performance (+1.39) | Client feedback (+1.31)
ENG-00402,2026-05-01,No material driver detected,
ENG-00402,2026-06-01,No material driver detected,
ENG-00403,2026-02-01,No material driver detected,
ENG-00403,2026-03-01,Performance | Client feedback | Contract stage,Performance (+1.81) | Client feedback (+0.44) | Contract stage (+0.27)
ENG-00403,2026-04-01,No material driver detected,
ENG-00403,2026-05-01,Sentiment | Client feedback | Performance,Sentiment (+1.13) | Client feedback (+0.80) | Performance (+0.39)
ENG-00403,2026-06-01,No material driver detected,
ENG-00403,2026-07-01,Sentiment | Performance | Client feedback,Sentiment (+1.41) | Performance (+0.44) | Client feedback (+0.39)
ENG-00403,2026-08-01,No material driver detected,
ENG-00404,2025-06-01,No material driver detected,
ENG-00404,2025-07-01,No material driver detected,
ENG-00404,2025-08-01,No material driver detected,
ENG-00404,2025-09-01,No material driver detected,
ENG-00404,2025-10-01,No material driver detected,
ENG-00404,2025-11-01,No material driver detected,
ENG-00404,2025-12-01,No material driver detected,
ENG-00405,2025-01-01,No material driver detected,
ENG-00405,2025-02-01,Sentiment | Client feedback | Contract stage,Sentiment (+1.54) | Client feedback (+1.08) | Contract stage (+0.46)
ENG-00405,2025-03-01,No material driver detected,
ENG-00405,2025-04-01,Sentiment | Milestone delivery | Contract stage,Sentiment (+0.77) | Milestone delivery (+0.44) | Contract stage (+0.30)
ENG-00405,2025-05-01,Client feedback | Performance | Sentiment,Client feedback (+1.04) | Performance (+0.76) | Sentiment (+0.68)
ENG-00405,2025-06-01,Performance | Client feedback | Sentiment,Performance (+1.30) | Client feedback (+1.04) | Sentiment (+0.34)
ENG-00405,2025-07-01,No material driver detected,
ENG-00406,2025-06-01,Sentiment | Client feedback | Role profile,Sentiment (+0.91) | Client feedback (+0.67) | Role profile (+0.35)
ENG-00406,2025-07-01,Performance | Client feedback | Role profile,Performance (+1.97) | Client feedback (+0.75) | Role profile (+0.35)
ENG-00406,2025-08-01,Sentiment | Performance | Milestone delivery,Sentiment (+1.16) | Performance (+0.78) | Milestone delivery (+0.46)
ENG-00406,2025-09-01,Client feedback | Performance | Sentiment,Client feedback (+2.25) | Performance (+1.36) | Sentiment (+1.01)
ENG-00406,2025-10-01,No material driver detected,
ENG-00406,2025-11-01,Performance | Client feedback | Sentiment,Performance (+2.10) | Client feedback (+0.89) | Sentiment (+0.60)
ENG-00406,2025-12-01,No material driver detected,
ENG-00406,2026-01-01,Sentiment | Client feedback | Role profile,Sentiment (+0.83) | Client feedback (+0.72) | Role profile (+0.35)
ENG-00406,2026-02-01,Client feedback | Performance | Role profile,Client feedback (+0.99) | Performance (+0.59) | Role profile (+0.35)
ENG-00406,2026-03-01,Performance | Role profile | Utilisation,Performance (+2.32) | Role profile (+0.35) | Utilisation (+0.16)
ENG-00406,2026-04-01,Client feedback | Performance | Sentiment,Client feedback (+1.17) | Performance (+0.59) | Sentiment (+0.38)
ENG-00406,2026-05-01,Sentiment | Client feedback | Performance,Sentiment (+0.63) | Client feedback (+0.42) | Performance (+0.39)
ENG-00407,2025-02-01,No material driver detected,
ENG-00407,2025-03-01,No material driver detected,
ENG-00407,2025-04-01,No material driver detected,
ENG-00407,2025-05-01,No material driver detected,
ENG-00407,2025-06-01,No material driver detected,
ENG-00407,2025-07-01,No material driver detected,
ENG-00407,2025-08-01,No material driver detected,
ENG-00407,2025-09-01,No material driver detected,
ENG-00407,2025-10-01,No material driver detected,
ENG-00407,2025-11-01,No material driver detected,
ENG-00407,2025-12-01,No material driver detected,
ENG-00407,2026-01-01,No material driver detected,
ENG-00407,2026-02-01,No material driver detected,
ENG-00408,2026-02-01,No material driver detected,
ENG-00408,2026-03-01,No material driver detected,
ENG-00408,2026-04-01,No material driver detected,
ENG-00408,2026-05-01,No material driver detected,
ENG-00408,2026-06-01,No material driver detected,
ENG-00408,2026-07-01,No material driver detected,
ENG-00408,2026-08-01,No material driver detected,
ENG-00409,2025-11-01,No material driver detected,
ENG-00409,2025-12-01,No material driver detected,
ENG-00409,2026-01-01,Client feedback | Sentiment | Role profile,Client feedback (+2.28) | Sentiment (+0.94) | Role profile (+0.35)
ENG-00409,2026-02-01,No material driver detected,
ENG-00409,2026-03-01,Client feedback | Performance | Sentiment,Client feedback (+1.52) | Performance (+0.96) | Sentiment (+0.71)
ENG-00409,2026-04-01,Performance | Sentiment | Client feedback,Performance (+2.46) | Sentiment (+2.39) | Client feedback (+2.31)
ENG-00410,2024-04-01,No material driver detected,
ENG-00410,2024-05-01,No material driver detected,
ENG-00410,2024-06-01,No material driver detected,
ENG-00410,2024-07-01,No material driver detected,
ENG-00410,2024-08-01,No material driver detected,
ENG-00410,2024-09-01,No material driver detected,
ENG-00410,2024-10-01,No material driver detected,
ENG-00411,2025-05-01,No material driver detected,
ENG-00411,2025-06-01,No material driver detected,
ENG-00411,2025-07-01,No material driver detected,
ENG-00411,2025-08-01,No material driver detected,
ENG-00411,2025-09-01,No material driver detected,
ENG-00411,2025-10-01,No material driver detected,
ENG-00411,2025-11-01,No material driver detected,
ENG-00412,2024-09-01,No material driver detected,
ENG-00412,2024-10-01,No material driver detected,
ENG-00412,2024-11-01,No material driver detected,
ENG-00412,2024-12-01,Client feedback | Performance | Sentiment,Client feedback (+1.82) | Performance (+1.71) | Sentiment (+0.53)
ENG-00412,2025-01-01,Performance | Client feedback | Sentiment,Performance (+1.66) | Client feedback (+1.54) | Sentiment (+0.86)
ENG-00412,2025-02-01,Sentiment | Performance | Client feedback,Sentiment (+2.14) | Performance (+1.61) | Client feedback (+1.29)
ENG-00412,2025-03-01,Client feedback | Sentiment | Performance,Client feedback (+3.57) | Sentiment (+1.85) | Performance (+1.80)
ENG-00413,2026-07-01,No material driver detected,
ENG-00413,2026-08-01,No material driver detected,
ENG-00414,2025-08-01,No material driver detected,
ENG-00414,2025-09-01,No material driver detected,
ENG-00414,2025-10-01,No material driver detected,
ENG-00414,2025-11-01,No material driver detected,
ENG-00414,2025-12-01,No material driver detected,
ENG-00414,2026-01-01,No material driver detected,
ENG-00414,2026-02-01,No material driver detected,
ENG-00415,2024-02-01,No material driver detected,
ENG-00415,2024-03-01,No material driver detected,
ENG-00415,2024-04-01,No material driver detected,
ENG-00415,2024-05-01,No material driver detected,
ENG-00415,2024-06-01,No material driver detected,
ENG-00415,2024-07-01,No material driver detected,
ENG-00415,2024-08-01,No material driver detected,
ENG-00415,2024-09-01,No material driver detected,
ENG-00415,2024-10-01,No material driver detected,
ENG-00416,2024-10-01,No material driver detected,
ENG-00416,2024-11-01,No material driver detected,
ENG-00416,2024-12-01,Client feedback | Contract stage | Utilisation,Client feedback (+3.36) | Contract stage (+0.38) | Utilisation (+0.29)
ENG-00416,2025-01-01,No material driver detected,
ENG-00416,2025-02-01,Client feedback | Sentiment | Contract stage,Client feedback (+2.99) | Sentiment (+0.33) | Contract stage (+0.22)
ENG-00416,2025-03-01,No material driver detected,
ENG-00416,2025-04-01,No material driver detected,
ENG-00417,2025-07-01,Performance | Client feedback | Contract stage,Performance (+0.99) | Client feedback (+0.78) | Contract stage (+0.47)
ENG-00417,2025-08-01,Sentiment | Client feedback | Contract stage,Sentiment (+0.87) | Client feedback (+0.80) | Contract stage (+0.39)
ENG-00417,2025-09-01,Performance | Sentiment | Client feedback,Performance (+2.80) | Sentiment (+0.76) | Client feedback (+0.76)
ENG-00417,2025-10-01,No material driver detected,
ENG-00417,2025-11-01,Performance | Client feedback | Milestone delivery,Performance (+1.99) | Client feedback (+1.73) | Milestone delivery (+0.71)
ENG-00417,2025-12-01,Client feedback | Sentiment,Client feedback (+1.89) | Sentiment (+1.70)
ENG-00417,2026-01-01,No material driver detected,
ENG-00417,2026-02-01,No material driver detected,
ENG-00418,2025-08-01,Sentiment | Performance | Client feedback,Sentiment (+1.75) | Performance (+1.74) | Client feedback (+1.17)
ENG-00418,2025-09-01,Client feedback | Sentiment,Client feedback (+2.60) | Sentiment (+0.40)
ENG-00418,2025-10-01,Performance | Sentiment | Milestone delivery,Performance (+2.82) | Sentiment (+1.68) | Milestone delivery (+0.51)
ENG-00418,2025-11-01,Performance | Client feedback | Sentiment,Performance (+2.24) | Client feedback (+1.48) | Sentiment (+0.82)
ENG-00418,2025-12-01,Sentiment | Performance | Client feedback,Sentiment (+1.47) | Performance (+0.96) | Client feedback (+0.87)
ENG-00418,2026-01-01,Client feedback | Sentiment | Performance,Client feedback (+2.92) | Sentiment (+1.44) | Performance (+1.37)
ENG-00418,2026-02-01,Performance | Sentiment | Client feedback,Performance (+1.78) | Sentiment (+1.69) | Client feedback (+0.32)
ENG-00418,2026-03-01,Sentiment | Performance | Milestone delivery,Sentiment (+1.79) | Performance (+1.45) | Milestone delivery (+0.30)
ENG-00418,2026-04-01,Performance | Client feedback | Sentiment,Performance (+2.92) | Client feedback (+1.48) | Sentiment (+0.30)
ENG-00418,2026-05-01,Sentiment | Client feedback | Milestone delivery,Sentiment (+1.95) | Client feedback (+1.73) | Milestone delivery (+0.46)
ENG-00418,2026-06-01,Client feedback | Performance | Sentiment,Client feedback (+1.72) | Performance (+1.24) | Sentiment (+1.02)
ENG-00418,2026-07-01,Sentiment | Client feedback | Performance,Sentiment (+2.20) | Client feedback (+1.51) | Performance (+0.65)
ENG-00419,2024-03-01,No material driver detected,
ENG-00419,2024-04-01,Client feedback | Contract stage | Sentiment,Client feedback (+1.70) | Contract stage (+0.46) | Sentiment (+0.29)
ENG-00419,2024-05-01,No material driver detected,
ENG-00419,2024-06-01,No material driver detected,
ENG-00419,2024-07-01,No material driver detected,
ENG-00419,2024-08-01,No material driver detected,
ENG-00419,2024-09-01,No material driver detected,
ENG-00420,2026-01-01,Contract stage | Performance | Client feedback,Contract stage (+0.54) | Performance (+0.53) | Client feedback (+0.29)
ENG-00420,2026-02-01,Client feedback | Sentiment | Performance,Client feedback (+2.94) | Sentiment (+1.36) | Performance (+0.95)
ENG-00420,2026-03-01,Client feedback | Performance | Sentiment,Client feedback (+3.10) | Performance (+2.69) | Sentiment (+2.50)
ENG-00420,2026-04-01,Client feedback | Sentiment | Performance,Client feedback (+2.92) | Sentiment (+2.47) | Performance (+1.48)
ENG-00421,2024-11-01,No material driver detected,
ENG-00421,2024-12-01,No material driver detected,
ENG-00421,2025-01-01,No material driver detected,
ENG-00421,2025-02-01,Client feedback | Milestone delivery | Sentiment,Client feedback (+1.19) | Milestone delivery (+0.78) | Sentiment (+0.61)
ENG-00421,2025-03-01,Client feedback | Performance,Client feedback (+2.61) | Performance (+1.81)
ENG-00421,2025-04-01,Performance | Sentiment | Client feedback,Performance (+1.92) | Sentiment (+1.35) | Client feedback (+1.34)
ENG-00421,2025-05-01,Client feedback | Performance | Milestone delivery,Client feedback (+2.11) | Performance (+1.76) | Milestone delivery (+0.31)
ENG-00422,2025-07-01,No material driver detected,
ENG-00422,2025-08-01,No material driver detected,
ENG-00422,2025-09-01,Sentiment | Client feedback | Role profile,Sentiment (+1.83) | Client feedback (+1.54) | Role profile (+0.26)
ENG-00422,2025-10-01,No material driver detected,
ENG-00422,2025-11-01,No material driver detected,
ENG-00422,2025-12-01,No material driver detected,
ENG-00422,2026-01-01,No material driver detected,
ENG-00422,2026-02-01,No material driver detected,
ENG-00422,2026-03-01,No material driver detected,
ENG-00422,2026-04-01,No material driver detected,
ENG-00422,2026-05-01,No material driver detected,
ENG-00422,2026-06-01,No material driver detected,
ENG-00422,2026-07-01,No material driver detected,
ENG-00423,2025-08-01,No material driver detected,
ENG-00423,2025-09-01,No material driver detected,
ENG-00423,2025-10-01,No material driver detected,
ENG-00423,2025-11-01,No material driver detected,
ENG-00423,2025-12-01,Client feedback | Role profile,Client feedback (+2.70) | Role profile (+0.35)
ENG-00423,2026-01-01,No material driver detected,
ENG-00423,2026-02-01,Sentiment | Milestone delivery | Client feedback,Sentiment (+1.58) | Milestone delivery (+0.44) | Client feedback (+0.43)
ENG-00423,2026-03-01,No material driver detected,
ENG-00423,2026-04-01,No material driver detected,
ENG-00424,2024-03-01,No material driver detected,
ENG-00424,2024-04-01,No material driver detected,
ENG-00424,2024-05-01,Performance | Sentiment | Client feedback,Performance (+3.49) | Sentiment (+1.52) | Client feedback (+1.09)
ENG-00424,2024-06-01,Client feedback | Sentiment | Performance,Client feedback (+3.10) | Sentiment (+2.71) | Performance (+2.03)
ENG-00425,2025-03-01,No material driver detected,
ENG-00425,2025-04-01,No material driver detected,
ENG-00425,2025-05-01,Client feedback | Utilisation | Contract stage,Client feedback (+0.86) | Utilisation (+0.37) | Contract stage (+0.25)
